sample,time(ns)
0,120862
1,172903
2,177403
3,185473
4,177253
5,107621
6,103591
7,103362
8,176813
9,182233
10,140932
11,107862
12,181712
13,184673
14,112592
15,105852
16,101711
17,182593
18,185033
19,111071
20,107881
21,102082
22,106091
23,102391
24,99882
25,105932
26,108702
27,142472
28,108551
29,141472
