sample,time(ns)
0,3808898
1,3796117
2,3841137
3,3942759
4,3903159
5,3908210
6,3907408
7,3846738
8,3895978
9,3822618
10,3823036
11,3829827
12,3876408
13,3943179
14,3939549
15,3966089
16,3811777
17,3895018
18,3849128
19,4013779
20,3798726
21,3893018
22,4019640
23,3855557
24,3759787
25,3827778
26,3710105
27,3640784
28,3810306
29,3803637
