sample,time(ns)
0,1440270
1,1486371
2,1424490
3,1428519
4,1428760
5,1427369
6,1425029
7,1435489
8,1425550
9,1425380
10,1428310
11,1439419
12,1427189
13,1434019
14,1427699
15,1436389
16,1420329
17,1443779
18,1439690
19,1430089
20,1422859
21,1428650
22,1415459
23,1423560
24,1429759
25,1425980
26,1423939
27,1430920
28,1439779
29,1431240
