sample,time(ns)
0,1440
1,1370
2,1900
3,1250
4,1070
5,830
6,880
7,860
8,1040
9,740
10,840
11,850
12,840
13,870
14,1030
15,920
16,910
17,830
18,890
19,1160
20,1140
21,870
22,1630
23,890
24,1080
25,1140
26,980
27,890
28,910
29,1010
