sample,time(ns)
0,6760
1,4860
2,9080
3,10671
4,4990
5,4280
6,4100
7,4110
8,4500
9,4770
10,4960
11,4940
12,4280
13,4220
14,3710
15,4520
16,4420
17,7631
18,4860
19,3870
20,3870
21,4310
22,4210
23,4180
24,4470
25,3900
26,4270
27,9190
28,4770
29,3840
