sample,time(ns)
0,286374
1,285264
2,282034
3,286044
4,283564
5,283124
6,283444
7,283024
8,283224
9,286364
10,281514
11,286804
12,283234
13,283275
14,284264
15,284694
16,284214
17,283354
18,284174
19,283875
20,287084
21,283284
22,284984
23,284224
24,286044
25,285704
26,284144
27,284194
28,281604
29,282604
